customer_id,month,mrr
CUST00003,2024-10-01,0.0
CUST00003,2024-11-01,0.0
CUST00003,2024-12-01,0.0
CUST00003,2025-01-01,0.0
CUST00003,2025-02-01,0.0
CUST00003,2025-03-01,0.0
CUST00003,2025-04-01,0.0
CUST00003,2025-05-01,0.0
CUST00003,2025-06-01,0.0
CUST00003,2025-07-01,0.0
CUST00003,2025-08-01,0.0
CUST00003,2025-09-01,0.0
CUST00003,2025-10-01,0.0
CUST00003,2025-11-01,0.0
CUST00003,2025-12-01,0.0
CUST00004,2024-01-01,15.0
CUST00004,2024-02-01,14.97
CUST00004,2024-03-01,15.26
CUST00004,2024-04-01,15.08
CUST00004,2024-05-01,15.42
CUST00004,2024-06-01,14.57
CUST00004,2024-07-01,15.73
CUST00004,2024-08-01,15.1
CUST00004,2024-09-01,15.27
CUST00004,2024-10-01,14.55
CUST00004,2024-11-01,15.18
CUST00004,2024-12-01,15.34
CUST00004,2025-01-01,0.0
CUST00004,2025-02-01,0.0
CUST00004,2025-03-01,0.0
CUST00004,2025-04-01,0.0
CUST00004,2025-05-01,0.0
CUST00004,2025-06-01,0.0
CUST00004,2025-07-01,0.0
CUST00004,2025-08-01,0.0
CUST00004,2025-09-01,0.0
CUST00004,2025-10-01,0.0
CUST00004,2025-11-01,0.0
CUST00004,2025-12-01,0.0
CUST00005,2024-01-01,59.0
CUST00005,2024-02-01,60.82
CUST00005,2024-03-01,58.71
CUST00005,2024-04-01,58.74
CUST00005,2024-05-01,59.88
CUST00005,2024-06-01,60.51
CUST00005,2024-07-01,61.87
CUST00005,2024-08-01,58.47
CUST00005,2024-09-01,59.96
CUST00005,2024-10-01,62.78
CUST00005,2024-11-01,56.62
CUST00005,2024-12-01,60.55
CUST00005,2025-01-01,28.86
CUST00005,2025-02-01,27.96
CUST00005,2025-03-01,29.56
CUST00005,2025-04-01,28.8
CUST00005,2025-05-01,14.61
CUST00005,2025-06-01,0.0
CUST00005,2025-07-01,0.0
CUST00005,2025-08-01,0.0
CUST00005,2025-09-01,0.0
CUST00005,2025-10-01,0.0
CUST00005,2025-11-01,0.0
CUST00005,2025-12-01,0.0
CUST00006,2024-01-01,15.0
CUST00006,2024-02-01,15.22
CUST00006,2024-03-01,15.29
CUST00006,2024-04-01,14.57
CUST00006,2024-05-01,15.36
CUST00006,2024-06-01,13.83
CUST00006,2024-07-01,15.92
CUST00006,2024-08-01,14.01
CUST00006,2024-09-01,14.52
CUST00006,2024-10-01,15.32
CUST00006,2024-11-01,15.1
CUST00006,2024-12-01,28.55
CUST00006,2025-01-01,29.86
CUST00006,2025-02-01,28.96
CUST00006,2025-03-01,28.51
CUST00006,2025-04-01,29.15
CUST00006,2025-05-01,30.14
CUST00006,2025-06-01,28.81
CUST00006,2025-07-01,29.38
CUST00006,2025-08-01,28.02
CUST00006,2025-09-01,62.54
CUST00006,2025-10-01,58.53
CUST00006,2025-11-01,60.38
CUST00006,2025-12-01,59.73
CUST00007,2024-01-01,15.0
CUST00007,2024-02-01,15.08
CUST00007,2024-03-01,15.33
CUST00007,2024-04-01,14.06
CUST00007,2024-05-01,15.75
CUST00007,2024-06-01,14.98
CUST00007,2024-07-01,14.77
CUST00007,2024-08-01,15.58
CUST00007,2024-09-01,14.71
CUST00007,2024-10-01,14.91
CUST00007,2024-11-01,14.25
CUST00007,2024-12-01,15.44
CUST00007,2025-01-01,15.03
CUST00007,2025-02-01,15.25
CUST00007,2025-03-01,14.97
CUST00007,2025-04-01,14.17
CUST00007,2025-05-01,15.77
CUST00007,2025-06-01,15.15
CUST00007,2025-07-01,13.83
CUST00007,2025-08-01,15.38
CUST00007,2025-09-01,15.45
CUST00007,2025-10-01,15.03
CUST00007,2025-11-01,14.92
CUST00007,2025-12-01,14.9
CUST00008,2024-01-01,29.0
CUST00008,2024-02-01,29.74
CUST00008,2024-03-01,28.14
CUST00008,2024-04-01,30.3
CUST00008,2024-05-01,28.83
CUST00008,2024-06-01,30.23
CUST00008,2024-07-01,28.46
CUST00008,2024-08-01,28.46
CUST00008,2024-09-01,29.18
CUST00008,2024-10-01,28.99
CUST00008,2024-11-01,28.4
CUST00008,2024-12-01,29.02
CUST00008,2025-01-01,28.74
CUST00008,2025-02-01,28.42
CUST00008,2025-03-01,29.75
CUST00008,2025-04-01,28.86
CUST00008,2025-05-01,27.85
CUST00008,2025-06-01,29.99
CUST00008,2025-07-01,0.0
CUST00008,2025-08-01,0.0
CUST00008,2025-09-01,0.0
CUST00008,2025-10-01,0.0
CUST00008,2025-11-01,0.0
CUST00008,2025-12-01,0.0
CUST00009,2024-01-01,59.0
CUST00009,2024-02-01,61.75
CUST00009,2024-03-01,58.12
CUST00009,2024-04-01,28.77
CUST00009,2024-05-01,28.5
CUST00009,2024-06-01,27.99
CUST00009,2024-07-01,28.14
CUST00009,2024-08-01,28.72
CUST00009,2024-09-01,0.0
CUST00009,2024-10-01,0.0
CUST00009,2024-11-01,0.0
CUST00009,2024-12-01,0.0
CUST00009,2025-01-01,0.0
CUST00009,2025-02-01,0.0
CUST00009,2025-03-01,0.0
CUST00009,2025-04-01,0.0
CUST00009,2025-05-01,0.0
CUST00009,2025-06-01,0.0
CUST00009,2025-07-01,0.0
CUST00009,2025-08-01,0.0
CUST00009,2025-09-01,0.0
CUST00009,2025-10-01,0.0
CUST00009,2025-11-01,0.0
CUST00009,2025-12-01,0.0
CUST00010,2024-01-01,15.0
CUST00010,2024-02-01,0.0
CUST00010,2024-03-01,0.0
CUST00010,2024-04-01,0.0
CUST00010,2024-05-01,0.0
CUST00010,2024-06-01,0.0
CUST00010,2024-07-01,0.0
CUST00010,2024-08-01,0.0
CUST00010,2024-09-01,0.0
CUST00010,2024-10-01,0.0
CUST00010,2024-11-01,0.0
CUST00010,2024-12-01,0.0
CUST00010,2025-01-01,0.0
CUST00010,2025-02-01,0.0
CUST00010,2025-03-01,0.0
CUST00010,2025-04-01,0.0
CUST00010,2025-05-01,0.0
CUST00010,2025-06-01,0.0
CUST00010,2025-07-01,0.0
CUST00010,2025-08-01,0.0
CUST00010,2025-09-01,0.0
CUST00010,2025-10-01,0.0
CUST00010,2025-11-01,0.0
CUST00010,2025-12-01,0.0
CUST00011,2024-01-01,15.0
CUST00011,2024-02-01,0.0
CUST00011,2024-03-01,0.0
CUST00011,2024-04-01,0.0
CUST00011,2024-05-01,0.0
CUST00011,2024-06-01,0.0
CUST00011,2024-07-01,0.0
CUST00011,2024-08-01,0.0
CUST00011,2024-09-01,0.0
CUST00011,2024-10-01,0.0
CUST00011,2024-11-01,0.0
CUST00011,2024-12-01,0.0
CUST00011,2025-01-01,0.0
CUST00011,2025-02-01,0.0
CUST00011,2025-03-01,0.0
CUST00011,2025-04-01,0.0
CUST00011,2025-05-01,0.0
CUST00011,2025-06-01,0.0
CUST00011,2025-07-01,0.0
CUST00011,2025-08-01,0.0
CUST00011,2025-09-01,0.0
CUST00011,2025-10-01,0.0
CUST00011,2025-11-01,0.0
CUST00011,2025-12-01,0.0
CUST00012,2024-02-01,29.0
CUST00012,2024-03-01,28.93
CUST00012,2024-04-01,27.24
CUST00012,2024-05-01,28.89
CUST00012,2024-06-01,30.43
CUST00012,2024-07-01,29.49
CUST00012,2024-08-01,28.0
CUST00012,2024-09-01,30.07
CUST00012,2024-10-01,28.25
CUST00012,2024-11-01,29.09
CUST00012,2024-12-01,27.37
CUST00012,2025-01-01,29.85
CUST00012,2025-02-01,28.38
CUST00012,2025-03-01,29.86
CUST00012,2025-04-01,30.82
CUST00012,2025-05-01,30.1
CUST00012,2025-06-01,30.06
CUST00012,2025-07-01,0.0
CUST00012,2025-08-01,0.0
CUST00012,2025-09-01,0.0
CUST00012,2025-10-01,0.0
CUST00012,2025-11-01,0.0
CUST00012,2025-12-01,0.0
CUST00013,2024-02-01,15.0
CUST00013,2024-03-01,15.79
CUST00013,2024-04-01,14.76
CUST00013,2024-05-01,14.38
CUST00013,2024-06-01,14.77
CUST00013,2024-07-01,0.0
CUST00013,2024-08-01,0.0
CUST00013,2024-09-01,0.0
CUST00013,2024-10-01,0.0
CUST00013,2024-11-01,0.0
CUST00013,2024-12-01,0.0
CUST00013,2025-01-01,0.0
CUST00013,2025-02-01,0.0
CUST00013,2025-03-01,0.0
CUST00013,2025-04-01,0.0
CUST00013,2025-05-01,0.0
CUST00013,2025-06-01,0.0
CUST00013,2025-07-01,0.0
CUST00013,2025-08-01,0.0
CUST00013,2025-09-01,0.0
CUST00013,2025-10-01,0.0
CUST00013,2025-11-01,0.0
CUST00013,2025-12-01,0.0
CUST00014,2024-02-01,29.0
CUST00014,2024-03-01,28.62
CUST00014,2024-04-01,30.25
CUST00014,2024-05-01,0.0
CUST00014,2024-06-01,0.0
CUST00014,2024-07-01,0.0
CUST00014,2024-08-01,0.0
CUST00014,2024-09-01,0.0
CUST00014,2024-10-01,0.0
CUST00014,2024-11-01,0.0
CUST00014,2024-12-01,0.0
CUST00014,2025-01-01,0.0
CUST00014,2025-02-01,0.0
CUST00014,2025-03-01,0.0
CUST00014,2025-04-01,0.0
CUST00014,2025-05-01,0.0
CUST00014,2025-06-01,0.0
CUST00014,2025-07-01,0.0
CUST00014,2025-08-01,0.0
CUST00014,2025-09-01,0.0
CUST00014,2025-10-01,0.0
CUST00014,2025-11-01,0.0
CUST00014,2025-12-01,0.0
CUST00015,2024-02-01,29.0
CUST00015,2024-03-01,27.59
CUST00015,2024-04-01,27.81
CUST00015,2024-05-01,28.79
CUST00015,2024-06-01,0.0
CUST00015,2024-07-01,0.0
CUST00015,2024-08-01,0.0
CUST00015,2024-09-01,0.0
CUST00015,2024-10-01,0.0
CUST00015,2024-11-01,0.0
CUST00015,2024-12-01,0.0
CUST00015,2025-01-01,0.0
CUST00015,2025-02-01,0.0
CUST00015,2025-03-01,0.0
CUST00015,2025-04-01,0.0
CUST00015,2025-05-01,0.0
CUST00015,2025-06-01,0.0
CUST00015,2025-07-01,0.0
CUST00015,2025-08-01,0.0
CUST00015,2025-09-01,0.0
CUST00015,2025-10-01,0.0
CUST00015,2025-11-01,0.0
CUST00015,2025-12-01,0.0
CUST00016,2024-02-01,15.0
CUST00016,2024-03-01,14.56
CUST00016,2024-04-01,14.89
CUST00016,2024-05-01,15.17
CUST00016,2024-06-01,14.74
CUST00016,2024-07-01,15.36
CUST00016,2024-08-01,14.62
CUST00016,2024-09-01,15.16
CUST00016,2024-10-01,0.0
CUST00016,2024-11-01,0.0
CUST00016,2024-12-01,0.0
CUST00016,2025-01-01,0.0
CUST00016,2025-02-01,0.0
CUST00016,2025-03-01,0.0
CUST00016,2025-04-01,0.0
CUST00016,2025-05-01,0.0
CUST00016,2025-06-01,0.0
CUST00016,2025-07-01,0.0
CUST00016,2025-08-01,0.0
CUST00016,2025-09-01,0.0
CUST00016,2025-10-01,0.0
CUST00016,2025-11-01,0.0
CUST00016,2025-12-01,0.0
CUST00017,2024-02-01,15.0
CUST00017,2024-03-01,14.84
CUST00017,2024-04-01,14.58
CUST00017,2024-05-01,15.95
CUST00017,2024-06-01,14.7
CUST00017,2024-07-01,15.31
CUST00017,2024-08-01,14.82
CUST00017,2024-09-01,0.0
CUST00017,2024-10-01,0.0
CUST00017,2024-11-01,0.0
CUST00017,2024-12-01,0.0
CUST00017,2025-01-01,0.0
CUST00017,2025-02-01,0.0
CUST00017,2025-03-01,0.0
CUST00017,2025-04-01,0.0
CUST00017,2025-05-01,0.0
CUST00017,2025-06-01,0.0
CUST00017,2025-07-01,0.0
CUST00017,2025-08-01,0.0
CUST00017,2025-09-01,0.0
CUST00017,2025-10-01,0.0
CUST00017,2025-11-01,0.0
CUST00017,2025-12-01,0.0
CUST00018,2024-02-01,59.0
CUST00018,2024-03-01,59.91
CUST00018,2024-04-01,56.34
CUST00018,2024-05-01,58.88
CUST00018,2024-06-01,58.98
CUST00018,2024-07-01,61.07
CUST00018,2024-08-01,60.28
CUST00018,2024-09-01,59.04
CUST00018,2024-10-01,60.48
CUST00018,2024-11-01,57.0
CUST00018,2024-12-01,60.6
CUST00018,2025-01-01,58.44
CUST00018,2025-02-01,61.41
CUST00018,2025-03-01,58.83
CUST00018,2025-04-01,0.0
CUST00018,2025-05-01,0.0
CUST00018,2025-06-01,0.0
CUST00018,2025-07-01,0.0
CUST00018,2025-08-01,0.0
CUST00018,2025-09-01,0.0
CUST00018,2025-10-01,0.0
CUST00018,2025-11-01,0.0
CUST00018,2025-12-01,0.0
CUST00019,2024-02-01,15.0
CUST00019,2024-03-01,15.09
CUST00019,2024-04-01,15.43
CUST00019,2024-05-01,14.26
CUST00019,2024-06-01,14.59
CUST00019,2024-07-01,15.69
CUST00019,2024-08-01,15.41
CUST00019,2024-09-01,15.64
CUST00019,2024-10-01,30.08
CUST00019,2024-11-01,30.5
CUST00019,2024-12-01,28.61
CUST00019,2025-01-01,29.27
CUST00019,2025-02-01,28.98
CUST00019,2025-03-01,59.47
CUST00019,2025-04-01,61.28
CUST00019,2025-05-01,60.34
CUST00019,2025-06-01,60.19
CUST00019,2025-07-01,61.58
CUST00019,2025-08-01,59.29
CUST00019,2025-09-01,57.46
CUST00019,2025-10-01,58.04
CUST00019,2025-11-01,0.0
CUST00019,2025-12-01,0.0
CUST00020,2024-02-01,29.0
CUST00020,2024-03-01,28.7
CUST00020,2024-04-01,28.51
CUST00020,2024-05-01,28.33
CUST00020,2024-06-01,28.63
CUST00020,2024-07-01,29.1
CUST00020,2024-08-01,29.76
CUST00020,2024-09-01,30.09
CUST00020,2024-10-01,29.66
CUST00020,2024-11-01,28.51
CUST00020,2024-12-01,29.35
CUST00020,2025-01-01,29.36
CUST00020,2025-02-01,27.73
CUST00020,2025-03-01,29.36
CUST00020,2025-04-01,29.65
CUST00020,2025-05-01,15.09
CUST00020,2025-06-01,15.17
CUST00020,2025-07-01,14.87
CUST00020,2025-08-01,15.71
CUST00020,2025-09-01,14.47
CUST00020,2025-10-01,14.86
CUST00020,2025-11-01,15.31
CUST00020,2025-12-01,14.98
CUST00021,2024-02-01,29.0
CUST00021,2024-03-01,26.53
CUST00021,2024-04-01,28.06
CUST00021,2024-05-01,28.43
CUST00021,2024-06-01,28.79
CUST00021,2024-07-01,0.0
CUST00021,2024-08-01,0.0
CUST00021,2024-09-01,0.0
CUST00021,2024-10-01,0.0
CUST00021,2024-11-01,0.0
CUST00021,2024-12-01,0.0
CUST00021,2025-01-01,0.0
CUST00021,2025-02-01,0.0
CUST00021,2025-03-01,0.0
CUST00021,2025-04-01,0.0
CUST00021,2025-05-01,0.0
CUST00021,2025-06-01,0.0
CUST00021,2025-07-01,0.0
CUST00021,2025-08-01,0.0
CUST00021,2025-09-01,0.0
CUST00021,2025-10-01,0.0
CUST00021,2025-11-01,0.0
CUST00021,2025-12-01,0.0
CUST00022,2024-02-01,29.0
CUST00022,2024-03-01,27.49
CUST00022,2024-04-01,30.1
CUST00022,2024-05-01,28.12
CUST00022,2024-06-01,0.0
CUST00022,2024-07-01,0.0
CUST00022,2024-08-01,0.0
CUST00022,2024-09-01,0.0
CUST00022,2024-10-01,0.0
CUST00022,2024-11-01,0.0
CUST00022,2024-12-01,0.0
CUST00022,2025-01-01,0.0
CUST00022,2025-02-01,0.0
CUST00022,2025-03-01,0.0
CUST00022,2025-04-01,0.0
CUST00022,2025-05-01,0.0
CUST00022,2025-06-01,0.0
CUST00022,2025-07-01,0.0
CUST00022,2025-08-01,0.0
CUST00022,2025-09-01,0.0
CUST00022,2025-10-01,0.0
CUST00022,2025-11-01,0.0
CUST00022,2025-12-01,0.0
CUST00023,2024-02-01,29.0
CUST00023,2024-03-01,30.09
CUST00023,2024-04-01,28.6
CUST00023,2024-05-01,0.0
CUST00023,2024-06-01,0.0
CUST00023,2024-07-01,0.0
CUST00023,2024-08-01,0.0
CUST00023,2024-09-01,0.0
CUST00023,2024-10-01,0.0
CUST00023,2024-11-01,0.0
CUST00023,2024-12-01,0.0
CUST00023,2025-01-01,0.0
CUST00023,2025-02-01,0.0
CUST00023,2025-03-01,0.0
CUST00023,2025-04-01,0.0
CUST00023,2025-05-01,0.0
CUST00023,2025-06-01,0.0
CUST00023,2025-07-01,0.0
CUST00023,2025-08-01,0.0
CUST00023,2025-09-01,0.0
CUST00023,2025-10-01,0.0
CUST00023,2025-11-01,0.0
CUST00023,2025-12-01,0.0
CUST00024,2024-02-01,15.0
CUST00024,2024-03-01,14.28
CUST00024,2024-04-01,14.8
CUST00024,2024-05-01,0.0
CUST00024,2024-06-01,0.0
CUST00024,2024-07-01,0.0
CUST00024,2024-08-01,0.0
CUST00024,2024-09-01,0.0
CUST00024,2024-10-01,0.0
CUST00024,2024-11-01,0.0
CUST00024,2024-12-01,0.0
CUST00024,2025-01-01,0.0
CUST00024,2025-02-01,0.0
CUST00024,2025-03-01,0.0
CUST00024,2025-04-01,0.0
CUST00024,2025-05-01,0.0
CUST00024,2025-06-01,0.0
CUST00024,2025-07-01,0.0
CUST00024,2025-08-01,0.0
CUST00024,2025-09-01,0.0
CUST00024,2025-10-01,0.0
CUST00024,2025-11-01,0.0
CUST00024,2025-12-01,0.0
CUST00025,2024-02-01,29.0
CUST00025,2024-03-01,28.68
CUST00025,2024-04-01,28.44
CUST00025,2024-05-01,30.49
CUST00025,2024-06-01,0.0
CUST00025,2024-07-01,0.0
CUST00025,2024-08-01,0.0
CUST00025,2024-09-01,0.0
CUST00025,2024-10-01,0.0
CUST00025,2024-11-01,0.0
CUST00025,2024-12-01,0.0
CUST00025,2025-01-01,0.0
CUST00025,2025-02-01,0.0
CUST00025,2025-03-01,0.0
CUST00025,2025-04-01,0.0
CUST00025,2025-05-01,0.0
CUST00025,2025-06-01,0.0
CUST00025,2025-07-01,0.0
CUST00025,2025-08-01,0.0
CUST00025,2025-09-01,0.0
CUST00025,2025-10-01,0.0
CUST00025,2025-11-01,0.0
CUST00025,2025-12-01,0.0
CUST00026,2024-02-01,15.0
CUST00026,2024-03-01,14.76
CUST00026,2024-04-01,14.55
CUST00026,2024-05-01,14.86
CUST00026,2024-06-01,15.32
CUST00026,2024-07-01,14.97
CUST00026,2024-08-01,13.88
CUST00026,2024-09-01,15.03
CUST00026,2024-10-01,15.04
CUST00026,2024-11-01,14.73
CUST00026,2024-12-01,15.64
CUST00026,2025-01-01,14.95
CUST00026,2025-02-01,14.76
CUST00026,2025-03-01,14.84
CUST00026,2025-04-01,15.03
CUST00026,2025-05-01,15.09
CUST00026,2025-06-01,15.25
CUST00026,2025-07-01,14.53
CUST00026,2025-08-01,14.65
CUST00026,2025-09-01,14.25
CUST00026,2025-10-01,14.62
CUST00026,2025-11-01,15.62
CUST00026,2025-12-01,29.93
CUST00027,2024-02-01,15.0
CUST00027,2024-03-01,16.1
CUST00027,2024-04-01,14.68
CUST00027,2024-05-01,15.37
CUST00027,2024-06-01,14.92
CUST00027,2024-07-01,14.26
CUST00027,2024-08-01,14.94
CUST00027,2024-09-01,15.8
CUST00027,2024-10-01,14.38
CUST00027,2024-11-01,14.23
CUST00027,2024-12-01,15.67
CUST00027,2025-01-01,15.2
CUST00027,2025-02-01,14.78
CUST00027,2025-03-01,14.79
CUST00027,2025-04-01,14.65
CUST00027,2025-05-01,15.73
CUST00027,2025-06-01,14.78
CUST00027,2025-07-01,15.67
CUST00027,2025-08-01,15.08
CUST00027,2025-09-01,14.48
CUST00027,2025-10-01,14.14
CUST00027,2025-11-01,15.5
CUST00027,2025-12-01,15.21
CUST00028,2024-02-01,29.0
CUST00028,2024-03-01,28.81
CUST00028,2024-04-01,29.8
CUST00028,2024-05-01,27.81
CUST00028,2024-06-01,30.55
CUST00028,2024-07-01,28.13
CUST00028,2024-08-01,28.32
CUST00028,2024-09-01,28.89
CUST00028,2024-10-01,28.73
CUST00028,2024-11-01,28.68
CUST00028,2024-12-01,28.31
CUST00028,2025-01-01,29.43
CUST00028,2025-02-01,30.51
CUST00028,2025-03-01,28.66
CUST00028,2025-04-01,28.69
CUST00028,2025-05-01,28.96
CUST00028,2025-06-01,29.45
CUST00028,2025-07-01,28.77
CUST00028,2025-08-01,28.33
CUST00028,2025-09-01,30.35
CUST00028,2025-10-01,28.0
CUST00028,2025-11-01,28.04
CUST00028,2025-12-01,27.73
CUST00029,2024-02-01,29.0
CUST00029,2024-03-01,28.67
CUST00029,2024-04-01,29.06
CUST00029,2024-05-01,29.33
CUST00029,2024-06-01,28.58
CUST00029,2024-07-01,60.08
CUST00029,2024-08-01,60.93
CUST00029,2024-09-01,58.31
CUST00029,2024-10-01,59.09
CUST00029,2024-11-01,29.04
CUST00029,2024-12-01,29.12
CUST00029,2025-01-01,28.13
CUST00029,2025-02-01,29.24
CUST00029,2025-03-01,26.77
CUST00029,2025-04-01,28.79
CUST00029,2025-05-01,28.01
CUST00029,2025-06-01,59.62
CUST00029,2025-07-01,58.82
CUST00029,2025-08-01,60.31
CUST00029,2025-09-01,29.55
CUST00029,2025-10-01,26.34
CUST00029,2025-11-01,30.64
CUST00029,2025-12-01,28.63
CUST00030,2024-02-01,29.0
CUST00030,2024-03-01,0.0
CUST00030,2024-04-01,0.0
CUST00030,2024-05-01,0.0
CUST00030,2024-06-01,0.0
CUST00030,2024-07-01,0.0
CUST00030,2024-08-01,0.0
CUST00030,2024-09-01,0.0
CUST00030,2024-10-01,0.0
CUST00030,2024-11-01,0.0
CUST00030,2024-12-01,0.0
CUST00030,2025-01-01,0.0
CUST00030,2025-02-01,0.0
CUST00030,2025-03-01,0.0
CUST00030,2025-04-01,0.0
CUST00030,2025-05-01,0.0
CUST00030,2025-06-01,0.0
CUST00030,2025-07-01,0.0
CUST00030,2025-08-01,0.0
CUST00030,2025-09-01,0.0
CUST00030,2025-10-01,0.0
CUST00030,2025-11-01,0.0
CUST00030,2025-12-01,0.0
CUST00031,2024-02-01,15.0
CUST00031,2024-03-01,16.01
CUST00031,2024-04-01,14.42
CUST00031,2024-05-01,14.87
CUST00031,2024-06-01,15.07
CUST00031,2024-07-01,14.95
CUST00031,2024-08-01,14.94
CUST00031,2024-09-01,14.61
CUST00031,2024-10-01,15.05
CUST00031,2024-11-01,15.36
CUST00031,2024-12-01,15.07
CUST00031,2025-01-01,14.98
CUST00031,2025-02-01,14.83
CUST00031,2025-03-01,14.96
CUST00031,2025-04-01,14.83
CUST00031,2025-05-01,14.34
CUST00031,2025-06-01,14.67
CUST00031,2025-07-01,15.34
CUST00031,2025-08-01,15.02
CUST00031,2025-09-01,14.73
CUST00031,2025-10-01,14.27
CUST00031,2025-11-01,14.81
CUST00031,2025-12-01,15.63
CUST00032,2024-02-01,29.0
CUST00032,2024-03-01,60.85
CUST00032,2024-04-01,56.61
CUST00032,2024-05-01,29.18
CUST00032,2024-06-01,29.1
CUST00032,2024-07-01,28.62
CUST00032,2024-08-01,28.83
CUST00032,2024-09-01,27.24
CUST00032,2024-10-01,29.12
CUST00032,2024-11-01,29.66
CUST00032,2024-12-01,30.49
CUST00032,2025-01-01,29.61
CUST00032,2025-02-01,28.71
CUST00032,2025-03-01,28.83
CUST00032,2025-04-01,28.81
CUST00032,2025-05-01,29.26
CUST00032,2025-06-01,31.09
CUST00032,2025-07-01,30.24
CUST00032,2025-08-01,30.26
CUST00032,2025-09-01,29.46
CUST00032,2025-10-01,30.4
CUST00032,2025-11-01,27.94
CUST00032,2025-12-01,28.03
CUST00033,2024-02-01,15.0
CUST00033,2024-03-01,14.45
CUST00033,2024-04-01,14.88
CUST00033,2024-05-01,15.49
CUST00033,2024-06-01,15.03
CUST00033,2024-07-01,14.6
CUST00033,2024-08-01,14.66
CUST00033,2024-09-01,14.29
CUST00033,2024-10-01,14.35
CUST00033,2024-11-01,14.82
CUST00033,2024-12-01,15.67
CUST00033,2025-01-01,15.04
CUST00033,2025-02-01,14.73
CUST00033,2025-03-01,15.02
CUST00033,2025-04-01,15.09
CUST00033,2025-05-01,14.92
CUST00033,2025-06-01,14.82
CUST00033,2025-07-01,15.25
CUST00033,2025-08-01,14.42
CUST00033,2025-09-01,14.03
CUST00033,2025-10-01,15.06
CUST00033,2025-11-01,15.12
CUST00033,2025-12-01,15.79
CUST00034,2024-02-01,29.0
CUST00034,2024-03-01,29.78
CUST00034,2024-04-01,28.5
CUST00034,2024-05-01,29.92
CUST00034,2024-06-01,28.78
CUST00034,2024-07-01,29.81
CUST00034,2024-08-01,29.36
CUST00034,2024-09-01,28.68
CUST00034,2024-10-01,27.02
CUST00034,2024-11-01,14.59
CUST00034,2024-12-01,15.47
CUST00034,2025-01-01,15.39
CUST00034,2025-02-01,0.0
CUST00034,2025-03-01,0.0
CUST00034,2025-04-01,0.0
CUST00034,2025-05-01,0.0
CUST00034,2025-06-01,0.0
CUST00034,2025-07-01,0.0
CUST00034,2025-08-01,0.0
CUST00034,2025-09-01,0.0
CUST00034,2025-10-01,0.0
CUST00034,2025-11-01,0.0
CUST00034,2025-12-01,0.0
CUST00035,2024-03-01,29.0
CUST00035,2024-04-01,15.38
CUST00035,2024-05-01,14.24
CUST00035,2024-06-01,15.15
CUST00035,2024-07-01,14.98
