customer_id,month,mrr
RETAIL-12360,2010-02-01,118.0
RETAIL-12360,2010-03-01,40.0
RETAIL-12360,2010-05-01,582.04
RETAIL-12360,2010-11-01,810.79
RETAIL-12360,2011-05-01,1083.58
RETAIL-12360,2011-08-01,534.7
RETAIL-12360,2011-10-01,1043.78
RETAIL-12361,2010-01-01,109.2
RETAIL-12361,2010-05-01,98.15
RETAIL-12361,2010-09-01,114.0
RETAIL-12361,2011-02-01,189.9
RETAIL-12362,2009-12-01,130.0
RETAIL-12362,2011-02-01,474.2
RETAIL-12362,2011-04-01,495.24
RETAIL-12362,2011-07-01,303.76
RETAIL-12362,2011-08-01,451.35
RETAIL-12362,2011-09-01,829.99
RETAIL-12362,2011-10-01,1641.91
RETAIL-12362,2011-11-01,429.09
RETAIL-12362,2011-12-01,529.04
RETAIL-12363,2011-04-01,299.1
RETAIL-12363,2011-08-01,252.9
RETAIL-12364,2011-08-01,623.92
RETAIL-12364,2011-09-01,79.8
RETAIL-12364,2011-10-01,299.06
RETAIL-12364,2011-12-01,310.32
RETAIL-12365,2011-02-01,320.69
RETAIL-12366,2010-03-01,500.24
RETAIL-12367,2011-12-01,168.9
RETAIL-12368,2010-03-01,917.7
RETAIL-12369,2010-03-01,348.32
RETAIL-12369,2010-09-01,1259.48
RETAIL-12369,2010-10-01,183.35
RETAIL-12370,2010-02-01,562.96
RETAIL-12370,2010-03-01,211.66
RETAIL-12370,2010-12-01,1868.02
RETAIL-12370,2011-03-01,938.39
RETAIL-12370,2011-10-01,739.28
RETAIL-12371,2010-03-01,607.68
RETAIL-12371,2010-10-01,1571.74
RETAIL-12371,2011-10-01,1887.96
RETAIL-12372,2011-02-01,399.22
RETAIL-12372,2011-05-01,515.7
RETAIL-12372,2011-09-01,383.12
RETAIL-12373,2010-02-01,437.9
RETAIL-12373,2010-03-01,325.15
RETAIL-12373,2011-02-01,364.6
RETAIL-12374,2010-04-01,1388.54
RETAIL-12374,2010-10-01,857.75
RETAIL-12374,2011-11-01,742.93
RETAIL-12375,2011-09-01,230.3
RETAIL-12375,2011-11-01,227.2
RETAIL-12375,2011-12-01,-2.08
RETAIL-12376,2010-10-01,432.55
RETAIL-12376,2010-11-01,70.6
RETAIL-12377,2010-04-01,1210.96
RETAIL-12377,2010-11-01,587.24
RETAIL-12377,2010-12-01,1001.52
RETAIL-12377,2011-01-01,626.6
RETAIL-12378,2010-05-01,1407.7
RETAIL-12378,2011-08-01,4008.62
RETAIL-12379,2010-06-01,367.48
RETAIL-12379,2010-10-01,400.5
RETAIL-12379,2011-06-01,459.84
RETAIL-12379,2011-07-01,-1.95
RETAIL-12379,2011-09-01,392.4
RETAIL-12380,2010-02-01,1508.65
RETAIL-12380,2010-03-01,200.0
RETAIL-12380,2010-06-01,2357.35
RETAIL-12380,2010-08-01,1136.84
RETAIL-12380,2010-11-01,-35.4
RETAIL-12380,2011-06-01,607.55
RETAIL-12380,2011-09-01,626.01
RETAIL-12380,2011-10-01,446.61
RETAIL-12380,2011-11-01,1040.39
RETAIL-12381,2011-08-01,1227.39
RETAIL-12381,2011-10-01,10.5
RETAIL-12381,2011-11-01,419.06
RETAIL-12381,2011-12-01,147.01
RETAIL-12382,2010-01-01,-18.38
RETAIL-12383,2010-12-01,600.72
RETAIL-12383,2011-01-01,639.91
RETAIL-12383,2011-03-01,357.07
RETAIL-12383,2011-04-01,142.16
RETAIL-12383,2011-06-01,99.45
RETAIL-12384,2011-08-01,292.69
RETAIL-12384,2011-09-01,-19.11
RETAIL-12384,2011-11-01,292.58
RETAIL-12385,2010-11-01,1923.4
RETAIL-12386,2010-12-01,517.8
RETAIL-12386,2011-01-01,143.0
RETAIL-12387,2010-10-01,143.94
RETAIL-12388,2010-05-01,461.62
RETAIL-12388,2010-09-01,658.83
RETAIL-12388,2011-01-01,431.3
RETAIL-12388,2011-02-01,124.05
RETAIL-12388,2011-03-01,210.9
RETAIL-12388,2011-07-01,902.09
RETAIL-12388,2011-09-01,825.92
RETAIL-12388,2011-11-01,286.4
RETAIL-12389,2010-02-01,164.85
RETAIL-12389,2010-05-01,398.18
RETAIL-12389,2010-11-01,870.3
RETAIL-12390,2011-09-01,549.84
RETAIL-12391,2010-02-01,750.49
RETAIL-12391,2010-03-01,-25.6
RETAIL-12391,2010-04-01,1151.7
RETAIL-12391,2010-09-01,410.34
RETAIL-12391,2011-11-01,460.89
RETAIL-12392,2010-04-01,234.75
RETAIL-12393,2010-10-01,303.8
RETAIL-12393,2010-11-01,490.35
RETAIL-12393,2011-01-01,639.5
RETAIL-12393,2011-04-01,421.6
RETAIL-12393,2011-09-01,521.5
RETAIL-12394,2011-05-01,381.08
RETAIL-12394,2011-10-01,891.4
RETAIL-12395,2010-04-01,1125.44
RETAIL-12395,2010-08-01,251.38
RETAIL-12395,2010-10-01,325.72
RETAIL-12395,2010-12-01,1026.02
RETAIL-12395,2011-01-01,-2.95
RETAIL-12395,2011-02-01,216.66
RETAIL-12395,2011-03-01,326.5
RETAIL-12395,2011-05-01,331.79
RETAIL-12395,2011-06-01,163.9
RETAIL-12395,2011-08-01,165.95
RETAIL-12395,2011-10-01,346.68
RETAIL-12395,2011-11-01,769.83
RETAIL-12396,2010-02-01,931.43
RETAIL-12397,2011-07-01,1214.81
RETAIL-12397,2011-11-01,1195.09
RETAIL-12398,2011-10-01,1635.66
RETAIL-12399,2010-03-01,205.98
RETAIL-12399,2010-07-01,333.47
RETAIL-12399,2010-11-01,314.2
RETAIL-12399,2011-03-01,288.05
RETAIL-12399,2011-05-01,480.9
RETAIL-12399,2011-06-01,130.08
RETAIL-12399,2011-08-01,209.62
RETAIL-12400,2010-10-01,205.25
RETAIL-12401,2011-02-01,84.3
RETAIL-12402,2010-02-01,191.7
RETAIL-12402,2010-04-01,300.9
RETAIL-12402,2010-07-01,219.9
RETAIL-12402,2010-09-01,150.4
RETAIL-12402,2010-11-01,155.65
RETAIL-12402,2011-01-01,225.6
RETAIL-12403,2010-07-01,591.66
RETAIL-12403,2011-10-01,409.7
RETAIL-12404,2010-01-01,63.24
RETAIL-12405,2011-07-01,1710.39
RETAIL-12406,2010-01-01,881.2
RETAIL-12406,2010-04-01,748.0
RETAIL-12406,2010-11-01,1162.26
RETAIL-12406,2011-06-01,1621.25
RETAIL-12406,2011-08-01,-134.55
RETAIL-12406,2011-11-01,1794.05
RETAIL-12407,2011-03-01,226.3
RETAIL-12407,2011-04-01,269.66
RETAIL-12407,2011-07-01,911.4
RETAIL-12407,2011-10-01,300.76
RETAIL-12408,2010-07-01,194.1
RETAIL-12408,2010-09-01,314.21
RETAIL-12408,2010-11-01,928.76
RETAIL-12408,2011-03-01,837.59
RETAIL-12408,2011-04-01,-29.33
RETAIL-12408,2011-06-01,652.53
RETAIL-12408,2011-09-01,642.28
RETAIL-12408,2011-11-01,739.5
RETAIL-12409,2010-05-01,6802.48
RETAIL-12409,2010-06-01,0.0
RETAIL-12409,2010-07-01,0.0
RETAIL-12409,2010-10-01,5231.06
RETAIL-12409,2011-06-01,6207.08
RETAIL-12409,2011-08-01,-4.95
RETAIL-12409,2011-09-01,4854.8
RETAIL-12410,2010-07-01,320.38
RETAIL-12410,2011-02-01,681.08
RETAIL-12411,2010-10-01,346.9
RETAIL-12412,2010-06-01,664.98
RETAIL-12412,2010-08-01,495.91
RETAIL-12412,2010-11-01,193.26
RETAIL-12412,2011-06-01,514.5
RETAIL-12412,2011-07-01,376.24
RETAIL-12412,2011-09-01,336.14
RETAIL-12413,2010-11-01,241.35
RETAIL-12413,2011-01-01,415.3
RETAIL-12413,2011-04-01,84.65
RETAIL-12413,2011-10-01,194.2
RETAIL-12414,2010-09-01,130.0
RETAIL-12414,2011-02-01,153.76
RETAIL-12414,2011-04-01,242.8
RETAIL-12414,2011-05-01,165.85
RETAIL-12415,2010-06-01,2326.74
RETAIL-12415,2010-07-01,391.24
RETAIL-12415,2010-10-01,260.98
RETAIL-12415,2010-11-01,16564.88
RETAIL-12415,2011-01-01,7092.98
RETAIL-12415,2011-02-01,14022.92
RETAIL-12415,2011-03-01,16558.14
RETAIL-12415,2011-04-01,-75.0
RETAIL-12415,2011-05-01,12691.16
RETAIL-12415,2011-06-01,23426.81
RETAIL-12415,2011-07-01,2796.36
RETAIL-12415,2011-08-01,21880.44
RETAIL-12415,2011-09-01,2941.72
RETAIL-12415,2011-10-01,16471.77
RETAIL-12415,2011-11-01,5918.15
RETAIL-12416,2010-02-01,202.56
RETAIL-12417,2009-12-01,317.6
RETAIL-12417,2010-01-01,394.6
RETAIL-12417,2010-03-01,498.04
RETAIL-12417,2010-04-01,237.26
RETAIL-12417,2010-06-01,336.3
RETAIL-12417,2010-07-01,184.55
RETAIL-12417,2010-09-01,284.8
RETAIL-12417,2010-10-01,886.26
RETAIL-12417,2010-11-01,-10.0
RETAIL-12417,2010-12-01,291.34
RETAIL-12417,2011-01-01,291.49
RETAIL-12417,2011-03-01,391.6
RETAIL-12417,2011-04-01,436.3
RETAIL-12417,2011-06-01,437.19
RETAIL-12417,2011-08-01,918.25
RETAIL-12417,2011-10-01,462.85
RETAIL-12417,2011-11-01,-19.95
RETAIL-12417,2011-12-01,369.73
RETAIL-12418,2010-03-01,343.94
RETAIL-12418,2010-04-01,-4.25
RETAIL-12418,2010-05-01,535.37
RETAIL-12418,2010-10-01,473.31
RETAIL-12418,2011-08-01,668.58
RETAIL-12419,2010-10-01,322.91
RETAIL-12419,2010-11-01,180.1
RETAIL-12420,2011-10-01,600.39
RETAIL-12421,2010-07-01,72.8
RETAIL-12421,2010-10-01,213.76
RETAIL-12421,2011-01-01,157.45
RETAIL-12421,2011-06-01,238.58
RETAIL-12421,2011-08-01,231.76
RETAIL-12421,2011-11-01,178.48
RETAIL-12422,2009-12-01,75.0
RETAIL-12422,2010-02-01,662.25
RETAIL-12422,2010-04-01,396.2
RETAIL-12422,2010-05-01,484.44
RETAIL-12422,2010-07-01,267.73
RETAIL-12422,2010-09-01,358.67
RETAIL-12422,2010-10-01,701.55
RETAIL-12422,2010-11-01,369.95
RETAIL-12422,2011-01-01,238.5
RETAIL-12422,2011-06-01,417.36
RETAIL-12422,2011-09-01,147.7
RETAIL-12423,2010-08-01,298.8
RETAIL-12423,2010-11-01,464.28
RETAIL-12423,2010-12-01,237.93
RETAIL-12423,2011-02-01,192.31
RETAIL-12423,2011-03-01,347.35
RETAIL-12423,2011-04-01,255.36
RETAIL-12423,2011-05-01,333.82
RETAIL-12423,2011-06-01,84.92
RETAIL-12423,2011-08-01,198.98
RETAIL-12423,2011-09-01,-10.2
RETAIL-12423,2011-12-01,208.64
RETAIL-12424,2009-12-01,-24.75
RETAIL-12424,2010-06-01,421.04
RETAIL-12424,2010-10-01,1132.53
RETAIL-12424,2011-06-01,1760.96
RETAIL-12425,2010-09-01,964.21
RETAIL-12425,2010-10-01,-60.6
RETAIL-12425,2011-09-01,777.2
RETAIL-12426,2010-02-01,762.48
RETAIL-12426,2010-03-01,-33.8
RETAIL-12426,2011-05-01,582.73
RETAIL-12427,2010-12-01,550.05
RETAIL-12427,2011-10-01,282.58
RETAIL-12427,2011-11-01,179.24
RETAIL-12428,2011-03-01,5924.62
RETAIL-12428,2011-04-01,311.61
RETAIL-12428,2011-07-01,632.44
RETAIL-12428,2011-08-01,600.19
RETAIL-12428,2011-11-01,408.34
RETAIL-12429,2010-06-01,1407.36
RETAIL-12429,2010-09-01,1046.65
RETAIL-12429,2010-10-01,-50.4
RETAIL-12429,2010-12-01,2563.0
RETAIL-12429,2011-04-01,437.98
RETAIL-12429,2011-06-01,1125.4
RETAIL-12429,2011-11-01,905.52
RETAIL-12430,2011-10-01,256.4
RETAIL-12431,2010-01-01,1120.27
RETAIL-12431,2010-03-01,394.59
RETAIL-12431,2010-05-01,452.9
RETAIL-12431,2010-06-01,441.5
RETAIL-12431,2010-07-01,881.76
RETAIL-12431,2010-08-01,176.0
RETAIL-12431,2010-09-01,127.0
RETAIL-12431,2010-10-01,365.75
RETAIL-12431,2010-11-01,-15.0
RETAIL-12431,2010-12-01,1132.2
RETAIL-12431,2011-01-01,384.68
RETAIL-12431,2011-02-01,1052.65
RETAIL-12431,2011-05-01,937.35
RETAIL-12431,2011-06-01,-23.0
RETAIL-12431,2011-07-01,1069.12
RETAIL-12431,2011-08-01,608.76
RETAIL-12431,2011-10-01,1011.44
RETAIL-12431,2011-11-01,601.44
RETAIL-12432,2011-06-01,4016.66
RETAIL-12432,2011-10-01,1042.66
RETAIL-12433,2010-08-01,0.0
RETAIL-12433,2010-09-01,973.69
RETAIL-12433,2010-11-01,2292.18
RETAIL-12433,2010-12-01,7574.24
RETAIL-12433,2011-09-01,2608.11
RETAIL-12433,2011-10-01,1498.66
RETAIL-12433,2011-11-01,2843.29
RETAIL-12433,2011-12-01,2638.69
RETAIL-12434,2010-11-01,297.29
RETAIL-12434,2010-12-01,-27.75
RETAIL-12434,2011-03-01,286.25
RETAIL-12434,2011-04-01,-13.2
RETAIL-12434,2011-09-01,519.89
RETAIL-12435,2009-12-01,1008.0
RETAIL-12435,2010-03-01,728.88
RETAIL-12435,2010-08-01,1838.32
RETAIL-12435,2010-11-01,2520.84
RETAIL-12435,2011-03-01,3978.99
RETAIL-12435,2011-09-01,3850.9
RETAIL-12436,2011-09-01,509.01
RETAIL-12437,2009-12-01,459.38
RETAIL-12437,2010-01-01,609.78
RETAIL-12437,2010-02-01,1885.61
RETAIL-12437,2010-03-01,693.25
RETAIL-12437,2010-04-01,461.9
RETAIL-12437,2010-06-01,761.06
RETAIL-12437,2010-08-01,220.75
RETAIL-12437,2010-09-01,666.54
RETAIL-12437,2010-10-01,1016.36
RETAIL-12437,2010-11-01,723.56
RETAIL-12437,2011-01-01,337.95
RETAIL-12437,2011-02-01,590.26
RETAIL-12437,2011-03-01,147.71
RETAIL-12437,2011-04-01,209.1
RETAIL-12437,2011-05-01,635.32
RETAIL-12437,2011-06-01,501.64
RETAIL-12437,2011-09-01,557.28
RETAIL-12437,2011-10-01,263.46
RETAIL-12437,2011-11-01,1488.04
RETAIL-12437,2011-12-01,165.9
RETAIL-12438,2011-07-01,890.07
RETAIL-12438,2011-11-01,2016.78
RETAIL-12439,2009-12-01,1027.96
RETAIL-12439,2010-01-01,76.52
RETAIL-12440,2009-12-01,568.51
RETAIL-12440,2010-09-01,199.64
RETAIL-12441,2010-12-01,347.1
RETAIL-12442,2011-12-01,172.06
RETAIL-12443,2009-12-01,485.31
RETAIL-12444,2011-06-01,1870.2
RETAIL-12444,2011-08-01,757.07
RETAIL-12444,2011-09-01,562.54
RETAIL-12444,2011-10-01,879.01
RETAIL-12444,2011-11-01,936.64
RETAIL-12445,2010-10-01,301.58
RETAIL-12445,2010-11-01,-8.5
RETAIL-12445,2011-11-01,133.4
RETAIL-12446,2011-10-01,1002.31
RETAIL-12447,2011-04-01,476.49
RETAIL-12448,2011-10-01,449.45
RETAIL-12449,2010-09-01,678.6
RETAIL-12449,2010-10-01,90.0
RETAIL-12449,2011-06-01,858.93
RETAIL-12449,2011-08-01,777.95
RETAIL-12449,2011-09-01,1087.7
RETAIL-12449,2011-11-01,1342.71
RETAIL-12450,2010-08-01,148.42
RETAIL-12450,2010-09-01,84.35
RETAIL-12450,2010-11-01,236.3
RETAIL-12450,2011-06-01,101.88
RETAIL-12450,2011-07-01,96.0
RETAIL-12451,2010-06-01,2151.27
RETAIL-12451,2010-07-01,-21.35
RETAIL-12451,2010-09-01,1483.09
RETAIL-12451,2011-01-01,2919.51
RETAIL-12451,2011-05-01,2388.31
RETAIL-12451,2011-07-01,-102.0
RETAIL-12451,2011-10-01,2539.56
RETAIL-12451,2011-11-01,1188.14
RETAIL-12452,2011-11-01,428.57
RETAIL-12453,2011-07-01,707.09
RETAIL-12454,2010-01-01,-26.25
RETAIL-12454,2010-10-01,4318.96
RETAIL-12454,2010-11-01,-0.0
RETAIL-12454,2011-10-01,0.0
RETAIL-12455,2009-12-01,1636.43
RETAIL-12455,2010-03-01,777.91
RETAIL-12455,2010-05-01,515.61
RETAIL-12455,2010-09-01,483.14
RETAIL-12455,2011-02-01,1698.9
RETAIL-12455,2011-06-01,264.4
RETAIL-12455,2011-07-01,134.5
RETAIL-12455,2011-08-01,78.56
RETAIL-12455,2011-09-01,290.5
RETAIL-12456,2011-03-01,940.17
RETAIL-12456,2011-07-01,1325.23
RETAIL-12456,2011-08-01,-27.15
RETAIL-12456,2011-10-01,915.64
RETAIL-12457,2010-09-01,632.68
RETAIL-12457,2010-10-01,-78.15
RETAIL-12457,2011-04-01,842.35
RETAIL-12457,2011-08-01,-9.75
RETAIL-12457,2011-09-01,1099.63
RETAIL-12457,2011-10-01,-14.45
RETAIL-12458,2010-08-01,380.61
RETAIL-12458,2010-10-01,449.48
RETAIL-12458,2011-02-01,441.92
RETAIL-12458,2011-09-01,505.48
RETAIL-12459,2010-04-01,454.36
RETAIL-12460,2010-09-01,326.65
RETAIL-12461,2011-07-01,626.88
RETAIL-12461,2011-09-01,200.0
RETAIL-12462,2011-02-01,741.31
RETAIL-12462,2011-11-01,427.48
RETAIL-12462,2011-12-01,-44.78
RETAIL-12463,2011-04-01,344.57
RETAIL-12463,2011-05-01,291.98
RETAIL-12463,2011-06-01,337.84
RETAIL-12463,2011-10-01,329.24
RETAIL-12464,2011-02-01,363.85
RETAIL-12464,2011-05-01,181.0
RETAIL-12464,2011-07-01,45.6
RETAIL-12464,2011-08-01,190.1
RETAIL-12464,2011-11-01,431.5
RETAIL-12465,2011-06-01,440.94
RETAIL-12465,2011-11-01,301.25
RETAIL-12465,2011-12-01,-8.3
RETAIL-12466,2010-01-01,56.73
RETAIL-12467,2010-10-01,132.8
RETAIL-12467,2010-11-01,-132.8
RETAIL-12468,2010-01-01,435.64
RETAIL-12468,2010-04-01,1868.96
RETAIL-12468,2010-07-01,601.71
RETAIL-12468,2010-10-01,-5.8
RETAIL-12468,2011-01-01,220.59
RETAIL-12468,2011-06-01,508.95
RETAIL-12468,2011-07-01,-5.5
RETAIL-12469,2010-06-01,1956.84
RETAIL-12469,2010-07-01,1113.7
RETAIL-12470,2010-01-01,211.95
RETAIL-12471,2009-12-01,3148.67
RETAIL-12471,2010-01-01,969.39
RETAIL-12471,2010-02-01,870.6
RETAIL-12471,2010-03-01,1289.95
RETAIL-12471,2010-04-01,1740.94
RETAIL-12471,2010-05-01,574.28
RETAIL-12471,2010-06-01,1503.15
RETAIL-12471,2010-07-01,-51.35
RETAIL-12471,2010-08-01,1031.6
RETAIL-12471,2010-09-01,2136.31
RETAIL-12471,2010-10-01,2168.45
RETAIL-12471,2010-11-01,3842.7
RETAIL-12471,2010-12-01,3539.71
RETAIL-12471,2011-01-01,587.75
RETAIL-12471,2011-02-01,1193.9
RETAIL-12471,2011-03-01,872.5
RETAIL-12471,2011-04-01,668.88
RETAIL-12471,2011-05-01,859.3
RETAIL-12471,2011-07-01,940.46
RETAIL-12471,2011-08-01,1740.82
RETAIL-12471,2011-09-01,561.04
RETAIL-12471,2011-10-01,2207.5
RETAIL-12471,2011-11-01,3313.55
RETAIL-12471,2011-12-01,2238.51
RETAIL-12472,2009-12-01,1179.9
RETAIL-12472,2010-02-01,1017.58
RETAIL-12472,2010-03-01,637.17
RETAIL-12472,2010-04-01,1227.21
RETAIL-12472,2010-05-01,-25.9
RETAIL-12472,2010-06-01,1733.23
RETAIL-12472,2010-07-01,652.58
RETAIL-12472,2010-08-01,866.8
RETAIL-12472,2010-09-01,710.14
RETAIL-12472,2010-10-01,-74.09
RETAIL-12472,2010-11-01,1293.59
RETAIL-12472,2010-12-01,3018.0
RETAIL-12472,2011-01-01,825.36
RETAIL-12472,2011-02-01,-94.93
RETAIL-12472,2011-03-01,537.53
RETAIL-12472,2011-06-01,1266.66
RETAIL-12472,2011-07-01,585.01
RETAIL-12472,2011-10-01,1376.43
RETAIL-12472,2011-11-01,224.42
RETAIL-12473,2011-06-01,595.73
RETAIL-12473,2011-08-01,514.06
RETAIL-12473,2011-10-01,1697.98
RETAIL-12473,2011-11-01,40.46
RETAIL-12474,2010-02-01,158.7
RETAIL-12474,2010-04-01,929.69
RETAIL-12474,2010-05-01,-36.55
RETAIL-12474,2010-06-01,77.68
RETAIL-12474,2010-07-01,274.12
RETAIL-12474,2010-08-01,631.33
RETAIL-12474,2010-09-01,1115.93
RETAIL-12474,2010-10-01,874.05
RETAIL-12474,2010-11-01,859.03
RETAIL-12474,2010-12-01,-68.0
RETAIL-12474,2011-01-01,599.8
RETAIL-12474,2011-02-01,278.33
RETAIL-12474,2011-03-01,1033.52
RETAIL-12474,2011-04-01,-21.55
RETAIL-12474,2011-05-01,732.31
RETAIL-12474,2011-06-01,472.01
RETAIL-12474,2011-07-01,705.24
RETAIL-12474,2011-09-01,437.58
RETAIL-12474,2011-10-01,1796.55
RETAIL-12474,2011-11-01,1116.68
RETAIL-12475,2010-10-01,426.26
RETAIL-12475,2011-10-01,723.38
RETAIL-12476,2010-07-01,1231.74
RETAIL-12476,2010-09-01,1522.42
RETAIL-12476,2010-10-01,1725.99
RETAIL-12476,2010-11-01,2688.89
RETAIL-12476,2010-12-01,-12.45
RETAIL-12476,2011-01-01,549.58
RETAIL-12476,2011-02-01,127.45
RETAIL-12476,2011-04-01,1411.67
RETAIL-12476,2011-05-01,276.2
RETAIL-12476,2011-07-01,746.57
RETAIL-12476,2011-08-01,-38.05
RETAIL-12476,2011-09-01,532.81
RETAIL-12476,2011-10-01,1097.16
RETAIL-12476,2011-11-01,1954.39
RETAIL-12476,2011-12-01,-98.75
RETAIL-12477,2010-03-01,2021.23
RETAIL-12477,2010-07-01,2464.63
RETAIL-12477,2010-11-01,2570.77
RETAIL-12477,2011-02-01,2351.75
RETAIL-12477,2011-04-01,2221.02
RETAIL-12477,2011-08-01,4251.71
RETAIL-12477,2011-09-01,-93.18
RETAIL-12477,2011-10-01,2348.02
RETAIL-12477,2011-11-01,2037.69
RETAIL-12478,2011-12-01,680.99
RETAIL-12479,2011-11-01,527.2
RETAIL-12479,2011-12-01,-49.9
RETAIL-12480,2010-07-01,451.9
RETAIL-12480,2010-10-01,982.4
RETAIL-12480,2010-11-01,719.17
RETAIL-12480,2011-01-01,816.25
RETAIL-12480,2011-03-01,771.02
RETAIL-12480,2011-07-01,557.68
RETAIL-12480,2011-11-01,1136.68
RETAIL-12481,2010-04-01,3275.6
RETAIL-12481,2010-05-01,-118.5
RETAIL-12481,2010-09-01,1788.95
RETAIL-12481,2010-10-01,681.88
RETAIL-12481,2010-11-01,838.86
RETAIL-12481,2010-12-01,950.72
RETAIL-12481,2011-01-01,603.09
RETAIL-12481,2011-03-01,832.34
RETAIL-12481,2011-04-01,-5.46
RETAIL-12481,2011-05-01,873.78
RETAIL-12481,2011-06-01,1001.21
RETAIL-12481,2011-10-01,1307.76
RETAIL-12481,2011-11-01,186.8
RETAIL-12482,2010-02-01,6437.76
RETAIL-12482,2010-04-01,11974.2
RETAIL-12482,2010-05-01,3556.76
RETAIL-12482,2010-09-01,-75.19
RETAIL-12483,2010-01-01,261.7
RETAIL-12483,2010-02-01,87.4
RETAIL-12483,2010-03-01,453.4
RETAIL-12483,2010-04-01,281.0
RETAIL-12483,2010-06-01,206.2
RETAIL-12483,2010-09-01,532.8
RETAIL-12483,2010-10-01,-52.46
RETAIL-12483,2010-11-01,749.7
RETAIL-12483,2011-01-01,507.56
RETAIL-12483,2011-04-01,323.0
RETAIL-12483,2011-05-01,107.1
RETAIL-12483,2011-06-01,319.95
RETAIL-12483,2011-09-01,309.45
RETAIL-12483,2011-10-01,454.2
RETAIL-12483,2011-11-01,305.87
RETAIL-12484,2009-12-01,-3.35
RETAIL-12484,2010-01-01,661.8
RETAIL-12484,2010-02-01,45.0
RETAIL-12484,2010-07-01,881.23
RETAIL-12484,2010-08-01,223.9
RETAIL-12484,2011-01-01,1138.67
RETAIL-12484,2011-03-01,-36.5
RETAIL-12484,2011-06-01,1137.99
RETAIL-12484,2011-08-01,1386.49
RETAIL-12484,2011-10-01,-9.95
RETAIL-12484,2011-11-01,878.57
RETAIL-12485,2010-06-01,708.1
RETAIL-12486,2010-10-01,1037.28
RETAIL-12487,2009-12-01,259.8
RETAIL-12488,2011-09-01,553.39
RETAIL-12488,2011-10-01,214.06
RETAIL-12488,2011-11-01,531.21
RETAIL-12489,2011-01-01,334.93
RETAIL-12490,2009-12-01,603.94
RETAIL-12490,2010-01-01,320.26
RETAIL-12490,2010-02-01,580.26
RETAIL-12490,2010-03-01,602.55
RETAIL-12490,2010-05-01,435.16
RETAIL-12490,2010-07-01,509.0
RETAIL-12490,2010-09-01,434.02
RETAIL-12490,2010-10-01,373.86
RETAIL-12490,2010-11-01,541.66
RETAIL-12490,2011-01-01,864.22
RETAIL-12490,2011-05-01,331.5
RETAIL-12490,2011-06-01,484.06
RETAIL-12490,2011-07-01,412.93
RETAIL-12490,2011-08-01,424.06
RETAIL-12490,2011-09-01,1035.82
RETAIL-12490,2011-11-01,1403.04
RETAIL-12490,2011-12-01,462.3
RETAIL-12491,2011-11-01,460.4
RETAIL-12492,2010-11-01,452.0
RETAIL-12492,2011-08-01,126.39
RETAIL-12492,2011-10-01,136.82
RETAIL-12493,2011-05-01,215.55
RETAIL-12493,2011-06-01,201.24
RETAIL-12494,2010-05-01,329.77
RETAIL-12494,2010-10-01,224.3
